fileName,colorPath,grayPath
frame_1309,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1309.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1309.jpg
frame_1441,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1441.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1441.jpg
frame_1522,Color_image/VIDEO3_MuiCoChay/frame_1522.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_1522.jpg
frame_0824,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0824.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0824.jpg
frame_0400,Color_image/VIDEO2_VaoNamRaBac/frame_0400.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0400.jpg
frame_1312,Color_image/VIDEO4_HaNoi12NgayDem/frame_1312.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_1312.jpg
frame_0997,Color_image/VIDEO4_HaNoi12NgayDem/frame_0997.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0997.jpg
frame_0171,Color_image/VIDEO4_HaNoi12NgayDem/frame_0171.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0171.jpg
frame_1729,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1729.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1729.jpg
frame_0182,Color_image/VIDEO2_VaoNamRaBac/frame_0182.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0182.jpg
frame_0369,Color_image/VIDEO4_HaNoi12NgayDem/frame_0369.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0369.jpg
frame_0177,Color_image/VIDEO2_VaoNamRaBac/frame_0177.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0177.jpg
frame_0861,Color_image/VIDEO3_MuiCoChay/frame_0861.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_0861.jpg
frame_1248,Color_image/VIDEO3_MuiCoChay/frame_1248.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_1248.jpg
frame_0938,Color_image/VIDEO2_VaoNamRaBac/frame_0938.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0938.jpg
frame_0241,Color_image/VIDEO4_HaNoi12NgayDem/frame_0241.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0241.jpg
frame_0941,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0941.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0941.jpg
frame_0724,Color_image/VIDEO2_VaoNamRaBac/frame_0724.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0724.jpg
frame_0043,Color_image/VIDEO4_HaNoi12NgayDem/frame_0043.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0043.jpg
frame_0927,Color_image/VIDEO2_VaoNamRaBac/frame_0927.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0927.jpg
frame_0935,Color_image/VIDEO2_VaoNamRaBac/frame_0935.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0935.jpg
frame_0443,Color_image/VIDEO4_HaNoi12NgayDem/frame_0443.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0443.jpg
frame_0517,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0517.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0517.jpg
frame_0144,Color_image/VIDEO4_HaNoi12NgayDem/frame_0144.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0144.jpg
frame_1089,Color_image/VIDEO2_VaoNamRaBac/frame_1089.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_1089.jpg
frame_0291,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0291.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0291.jpg
frame_0782,Color_image/VIDEO3_MuiCoChay/frame_0782.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_0782.jpg
frame_1013,Color_image/VIDEO4_HaNoi12NgayDem/frame_1013.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_1013.jpg
frame_1334,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1334.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1334.jpg
frame_0173,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0173.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0173.jpg
frame_1573,Color_image/VIDEO3_MuiCoChay/frame_1573.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_1573.jpg
frame_0643,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0643.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0643.jpg
frame_0356,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0356.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0356.jpg
frame_0549,Color_image/VIDEO2_VaoNamRaBac/frame_0549.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0549.jpg
frame_1310,Color_image/VIDEO2_VaoNamRaBac/frame_1310.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_1310.jpg
frame_1447,Color_image/VIDEO3_MuiCoChay/frame_1447.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_1447.jpg
frame_0509,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0509.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0509.jpg
frame_0155,Color_image/VIDEO2_VaoNamRaBac/frame_0155.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0155.jpg
frame_1639,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1639.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1639.jpg
frame_0029,Color_image/VIDEO4_HaNoi12NgayDem/frame_0029.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0029.jpg
frame_0110,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0110.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0110.jpg
frame_1237,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1237.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1237.jpg
frame_0126,Color_image/VIDEO3_MuiCoChay/frame_0126.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_0126.jpg
frame_0821,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0821.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0821.jpg
frame_0064,Color_image/VIDEO4_HaNoi12NgayDem/frame_0064.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0064.jpg
frame_1245,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1245.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1245.jpg
frame_1633,Color_image/VIDEO3_MuiCoChay/frame_1633.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_1633.jpg
frame_1231,Color_image/VIDEO2_VaoNamRaBac/frame_1231.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_1231.jpg
frame_0128,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0128.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0128.jpg
frame_0442,Color_image/VIDEO2_VaoNamRaBac/frame_0442.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0442.jpg
frame_0744,Color_image/VIDEO4_HaNoi12NgayDem/frame_0744.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0744.jpg
frame_0628,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0628.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0628.jpg
frame_0148,Color_image/VIDEO3_MuiCoChay/frame_0148.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_0148.jpg
frame_0940,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0940.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0940.jpg
frame_1586,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1586.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1586.jpg
frame_1003,Color_image/VIDEO2_VaoNamRaBac/frame_1003.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_1003.jpg
frame_1352,Color_image/VIDEO2_VaoNamRaBac/frame_1352.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_1352.jpg
frame_0011,Color_image/VIDEO4_HaNoi12NgayDem/frame_0011.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0011.jpg
frame_0987,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0987.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0987.jpg
frame_1716,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1716.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1716.jpg
frame_0431,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0431.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0431.jpg
frame_1019,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1019.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1019.jpg
frame_0281,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0281.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0281.jpg
frame_0158,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0158.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0158.jpg
frame_1372,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1372.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1372.jpg
frame_0441,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0441.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0441.jpg
frame_1319,Color_image/VIDEO2_VaoNamRaBac/frame_1319.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_1319.jpg
frame_0071,Color_image/VIDEO3_MuiCoChay/frame_0071.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_0071.jpg
frame_1239,Color_image/VIDEO2_VaoNamRaBac/frame_1239.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_1239.jpg
frame_0712,Color_image/VIDEO3_MuiCoChay/frame_0712.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_0712.jpg
frame_0008,Color_image/VIDEO4_HaNoi12NgayDem/frame_0008.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0008.jpg
frame_0145,Color_image/VIDEO4_HaNoi12NgayDem/frame_0145.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0145.jpg
frame_1457,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1457.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1457.jpg
frame_0524,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0524.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0524.jpg
frame_1333,Color_image/VIDEO2_VaoNamRaBac/frame_1333.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_1333.jpg
frame_0651,Color_image/VIDEO2_VaoNamRaBac/frame_0651.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0651.jpg
frame_0685,Color_image/VIDEO2_VaoNamRaBac/frame_0685.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0685.jpg
frame_1408,Color_image/VIDEO3_MuiCoChay/frame_1408.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_1408.jpg
frame_0126,Color_image/VIDEO4_HaNoi12NgayDem/frame_0126.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0126.jpg
frame_1515,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1515.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1515.jpg
frame_0995,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0995.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0995.jpg
frame_0624,Color_image/VIDEO3_MuiCoChay/frame_0624.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_0624.jpg
frame_1261,Color_image/VIDEO4_HaNoi12NgayDem/frame_1261.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_1261.jpg
frame_0415,Color_image/VIDEO4_HaNoi12NgayDem/frame_0415.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0415.jpg
frame_0884,Color_image/VIDEO2_VaoNamRaBac/frame_0884.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0884.jpg
frame_0615,Color_image/VIDEO2_VaoNamRaBac/frame_0615.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0615.jpg
frame_1669,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1669.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1669.jpg
frame_1330,Color_image/VIDEO2_VaoNamRaBac/frame_1330.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_1330.jpg
frame_0722,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0722.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0722.jpg
frame_0372,Color_image/VIDEO2_VaoNamRaBac/frame_0372.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0372.jpg
frame_0879,Color_image/VIDEO2_VaoNamRaBac/frame_0879.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0879.jpg
frame_1514,Color_image/VIDEO3_MuiCoChay/frame_1514.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_1514.jpg
frame_0915,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0915.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0915.jpg
frame_1259,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1259.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1259.jpg
frame_1009,Color_image/VIDEO4_HaNoi12NgayDem/frame_1009.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_1009.jpg
frame_0429,Color_image/VIDEO2_VaoNamRaBac/frame_0429.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0429.jpg
frame_0911,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0911.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0911.jpg
frame_1248,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1248.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1248.jpg
frame_1772,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1772.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1772.jpg
frame_1052,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1052.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1052.jpg
frame_1594,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1594.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1594.jpg
frame_0715,Color_image/VIDEO2_VaoNamRaBac/frame_0715.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0715.jpg
frame_0526,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0526.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0526.jpg
frame_0865,Color_image/VIDEO4_HaNoi12NgayDem/frame_0865.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0865.jpg
frame_1699,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1699.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1699.jpg
frame_1312,Color_image/VIDEO2_VaoNamRaBac/frame_1312.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_1312.jpg
frame_1325,Color_image/VIDEO4_HaNoi12NgayDem/frame_1325.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_1325.jpg
frame_1696,Color_image/VIDEO3_MuiCoChay/frame_1696.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_1696.jpg
frame_0855,Color_image/VIDEO4_HaNoi12NgayDem/frame_0855.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0855.jpg
frame_0868,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0868.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0868.jpg
frame_0519,Color_image/VIDEO4_HaNoi12NgayDem/frame_0519.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0519.jpg
frame_1346,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1346.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1346.jpg
frame_1618,Color_image/VIDEO2_VaoNamRaBac/frame_1618.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_1618.jpg
frame_1705,Color_image/VIDEO3_MuiCoChay/frame_1705.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_1705.jpg
frame_1074,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1074.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1074.jpg
frame_0969,Color_image/VIDEO2_VaoNamRaBac/frame_0969.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0969.jpg
frame_0348,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0348.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0348.jpg
frame_0379,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0379.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0379.jpg
frame_1349,Color_image/VIDEO3_MuiCoChay/frame_1349.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_1349.jpg
frame_0225,Color_image/VIDEO2_VaoNamRaBac/frame_0225.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0225.jpg
frame_1010,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1010.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1010.jpg
frame_0122,Color_image/VIDEO4_HaNoi12NgayDem/frame_0122.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0122.jpg
frame_1832,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1832.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_1832.jpg
frame_0198,Color_image/VIDEO2_VaoNamRaBac/frame_0198.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0198.jpg
frame_0811,Color_image/VIDEO3_MuiCoChay/frame_0811.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_0811.jpg
frame_0614,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0614.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0614.jpg
frame_0089,Color_image/VIDEO4_HaNoi12NgayDem/frame_0089.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0089.jpg
frame_0417,Color_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0417.jpg,Grayscale_image/VIDEO1_NhungNguoiVietLenHuyenThoai/frame_0417.jpg
frame_1284,Color_image/VIDEO3_MuiCoChay/frame_1284.jpg,Grayscale_image/VIDEO3_MuiCoChay/frame_1284.jpg
frame_0649,Color_image/VIDEO4_HaNoi12NgayDem/frame_0649.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0649.jpg
frame_0856,Color_image/VIDEO2_VaoNamRaBac/frame_0856.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0856.jpg
frame_0162,Color_image/VIDEO4_HaNoi12NgayDem/frame_0162.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0162.jpg
frame_0950,Color_image/VIDEO2_VaoNamRaBac/frame_0950.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0950.jpg
frame_0393,Color_image/VIDEO4_HaNoi12NgayDem/frame_0393.jpg,Grayscale_image/VIDEO4_HaNoi12NgayDem/frame_0393.jpg
frame_0162,Color_image/VIDEO2_VaoNamRaBac/frame_0162.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_0162.jpg
frame_1363,Color_image/VIDEO2_VaoNamRaBac/frame_1363.jpg,Grayscale_image/VIDEO2_VaoNamRaBac/frame_1363.jpg
